pokedex_id,name,genus,generation,type_1,type_2,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,ability_1,ability_2,hidden_ability,color,shape,habitat,growth_rate,egg_groups,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,description,sprite_url,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,gender_distribution,stat_tier
216,teddiursa,Little Bear Pokémon,II,normal,,1,60,80,50,50,50,40,330,0.6,8.8,66,pickup,quick-feet,honey-gather,brown,upright,mountain,medium,ground,False,False,False,120,70,20,4,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,False,24.4,1.6,130,100,170,160,50% Male / 50% Female,Below Average (300-399)
217,ursaring,Hibernator Pokémon,II,normal,,1,90,130,75,75,75,55,500,1.8,125.8,175,guts,quick-feet,unnerve,brown,upright,mountain,medium,ground,False,False,False,60,70,20,4,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,False,38.8,1.73,205,150,260,240,50% Male / 50% Female,Strong (500-599)
218,slugma,Lava Pokémon,II,fire,,1,40,40,40,70,40,20,250,0.7,35.0,50,magma-armor,flame-body,weak-armor,red,squiggle,mountain,medium,indeterminate,False,False,False,190,70,20,4,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,False,71.4,1.0,80,110,130,120,50% Male / 50% Female,Weak (<300)
219,magcargo,Lava Pokémon,II,fire,rock,2,60,50,120,90,80,30,430,0.8,55.0,151,magma-armor,flame-body,weak-armor,red,squiggle,mountain,medium,indeterminate,False,False,False,75,70,20,4,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,True,85.9,0.42,170,170,170,260,50% Male / 50% Female,Average (400-499)
220,swinub,Pig Pokémon,II,ice,ground,2,50,50,40,30,30,50,250,0.4,6.5,50,oblivious,snow-cloak,thick-fat,brown,quadruped,cave,slow,ground,False,False,False,225,70,20,4,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,True,40.6,1.25,90,60,130,120,50% Male / 50% Female,Weak (<300)
221,piloswine,Swine Pokémon,II,ice,ground,2,100,100,80,60,60,50,450,1.1,55.8,158,oblivious,snow-cloak,thick-fat,brown,quadruped,cave,slow,ground,False,False,False,75,70,20,4,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,True,46.1,1.25,180,120,210,240,50% Male / 50% Female,Average (400-499)
222,corsola,Coral Pokémon,II,water,rock,2,65,55,95,65,95,35,410,0.6,5.0,144,hustle,natural-cure,regenerator,pink,armor,sea,fast,"water1, water3",False,False,False,60,70,20,6,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,True,13.9,0.58,150,160,155,255,25% Male / 75% Female,Average (400-499)
223,remoraid,Jet Pokémon,II,water,,1,35,65,35,65,35,65,300,0.6,12.0,60,hustle,sniper,moody,gray,fish,sea,medium,"water1, water2",False,False,False,190,70,20,4,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,False,33.3,1.86,100,100,195,105,50% Male / 50% Female,Below Average (300-399)
224,octillery,Jet Pokémon,II,water,,1,75,105,75,105,75,45,480,0.9,28.5,168,suction-cups,sniper,moody,red,tentacles,sea,medium,"water1, water2",False,False,False,75,70,20,4,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,False,35.2,1.4,180,180,255,225,50% Male / 50% Female,Average (400-499)
225,delibird,Delivery Pokémon,II,ice,flying,2,45,55,45,65,45,75,330,0.9,16.0,116,vital-spirit,hustle,insomnia,red,wings,mountain,fast,"water1, ground",False,False,False,45,70,20,4,It carries food all day long. There are tales about lost people who were saved by the food it had.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,True,19.8,1.22,100,110,195,135,50% Male / 50% Female,Below Average (300-399)
226,mantine,Kite Pokémon,II,water,flying,2,85,40,70,80,140,70,485,2.1,220.0,170,swift-swim,water-absorb,water-veil,purple,wings,sea,slow,water1,False,False,False,25,70,25,4,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,True,49.9,0.57,110,220,190,295,50% Male / 50% Female,Average (400-499)
227,skarmory,Armor Bird Pokémon,II,steel,flying,2,65,80,140,40,70,70,465,1.7,50.5,163,keen-eye,sturdy,weak-armor,gray,wings,rough-terrain,slow,flying,False,False,False,25,70,25,4,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,True,17.5,0.57,220,110,190,275,50% Male / 50% Female,Average (400-499)
228,houndour,Dark Pokémon,II,dark,fire,2,45,60,30,80,50,65,330,0.6,10.8,66,early-bird,flash-fire,unnerve,black,quadruped,rough-terrain,slow,ground,False,False,False,120,35,20,4,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,True,30.0,2.0,90,130,205,125,50% Male / 50% Female,Below Average (300-399)
229,houndoom,Dark Pokémon,II,dark,fire,2,75,90,50,110,80,95,500,1.4,35.0,175,early-bird,flash-fire,unnerve,black,quadruped,rough-terrain,slow,ground,False,False,False,45,35,20,4,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,True,17.9,1.8,140,190,295,205,50% Male / 50% Female,Strong (500-599)
230,kingdra,Dragon Pokémon,II,water,dragon,2,75,95,95,95,95,85,540,1.8,152.0,243,swift-swim,sniper,damp,blue,blob,sea,medium,"water1, dragon",False,False,False,45,70,20,4,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,True,46.9,1.0,190,190,275,265,50% Male / 50% Female,Strong (500-599)
231,phanpy,Long Nose Pokémon,II,ground,,1,90,60,60,40,40,40,330,0.5,33.5,66,pickup,,sand-veil,blue,quadruped,rough-terrain,medium,ground,False,False,False,120,70,20,4,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,False,134.0,1.0,120,80,140,190,50% Male / 50% Female,Below Average (300-399)
232,donphan,Armor Pokémon,II,ground,,1,90,120,120,60,60,50,500,1.1,120.0,175,sturdy,,sand-veil,gray,quadruped,rough-terrain,medium,ground,False,False,False,60,70,20,4,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,False,99.2,1.0,240,120,230,270,50% Male / 50% Female,Strong (500-599)
233,porygon2,Virtual Pokémon,II,normal,,1,85,80,90,105,95,60,515,0.6,32.5,180,trace,download,analytic,red,legs,urban,medium,mineral,False,False,False,45,70,20,-1,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,False,90.3,0.89,170,200,245,270,Genderless,Strong (500-599)
234,stantler,Big Horn Pokémon,II,normal,,1,73,95,62,85,65,85,465,1.4,71.2,163,intimidate,frisk,sap-sipper,brown,quadruped,forest,slow,ground,False,False,False,45,70,20,4,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,False,36.3,1.53,157,150,265,200,50% Male / 50% Female,Average (400-499)
235,smeargle,Painter Pokémon,II,normal,,1,55,20,35,20,45,75,250,1.2,58.0,88,own-tempo,technician,moody,white,upright,urban,fast,ground,False,False,False,45,70,20,4,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,False,40.3,0.57,55,65,115,135,50% Male / 50% Female,Weak (<300)
236,tyrogue,Scuffle Pokémon,II,fighting,,1,35,35,35,35,35,35,210,0.7,21.0,42,guts,steadfast,vital-spirit,purple,humanoid,urban,medium,no-eggs,False,False,True,75,70,25,0,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,False,42.9,1.0,70,70,105,105,Always Male,Weak (<300)
237,hitmontop,Handstand Pokémon,II,fighting,,1,50,95,95,35,110,70,455,1.4,48.0,159,intimidate,technician,steadfast,brown,upright,urban,medium,humanshape,False,False,False,45,70,25,0,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,False,24.5,1.0,190,145,200,255,Always Male,Average (400-499)
238,smoochum,Kiss Pokémon,II,ice,psychic,2,45,30,15,85,65,65,305,0.4,6.0,61,oblivious,forewarn,hydration,pink,humanoid,urban,medium,no-eggs,False,False,True,45,70,25,8,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,True,37.5,2.0,45,150,180,125,Always Female,Below Average (300-399)
239,elekid,Electric Pokémon,II,electric,,1,45,63,37,65,55,95,360,0.6,23.5,72,static,,vital-spirit,yellow,humanoid,grassland,medium,no-eggs,False,False,True,45,70,25,2,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,False,65.3,1.7,100,120,223,137,75% Male / 25% Female,Below Average (300-399)
240,magby,Live Coal Pokémon,II,fire,,1,45,75,37,70,55,83,365,0.7,21.4,73,flame-body,,vital-spirit,red,upright,mountain,medium,no-eggs,False,False,True,45,70,25,2,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,False,43.7,2.03,112,125,228,137,75% Male / 25% Female,Below Average (300-399)
241,miltank,Milk Cow Pokémon,II,normal,,1,95,80,105,40,70,100,490,1.2,75.5,172,thick-fat,scrappy,sap-sipper,pink,upright,grassland,slow,ground,False,False,False,45,70,20,8,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,False,52.4,0.76,185,110,220,270,Always Female,Average (400-499)
242,blissey,Happiness Pokémon,II,normal,,1,255,10,10,75,135,55,540,1.5,46.8,608,natural-cure,serene-grace,healer,pink,humanoid,urban,fast,fairy,False,False,False,30,140,40,8,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,False,20.8,1.0,20,210,140,400,Always Female,Strong (500-599)
243,raikou,Thunder Pokémon,II,electric,,1,90,85,75,115,100,115,580,1.9,178.0,261,pressure,,inner-focus,yellow,quadruped,grassland,slow,no-eggs,True,False,False,3,35,80,-1,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,False,49.3,1.13,160,215,315,265,Genderless,Strong (500-599)
244,entei,Volcano Pokémon,II,fire,,1,115,115,85,90,75,100,580,2.1,198.0,261,pressure,,inner-focus,brown,quadruped,grassland,slow,no-eggs,True,False,False,3,35,80,-1,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,False,44.9,1.35,200,165,305,275,Genderless,Strong (500-599)
245,suicune,Aurora Pokémon,II,water,,1,100,75,115,90,115,85,580,2.0,187.0,261,pressure,,inner-focus,blue,quadruped,grassland,slow,no-eggs,True,False,False,3,35,80,-1,It races around the world to purify fouled water. It dashes away with the north wind.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,False,46.8,0.65,190,205,250,330,Genderless,Strong (500-599)
246,larvitar,Rock Skin Pokémon,II,rock,ground,2,50,64,50,45,50,41,300,0.6,72.0,60,guts,,sand-veil,green,upright,mountain,slow,monster,False,False,False,45,35,40,4,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,True,200.0,1.28,114,95,150,150,50% Male / 50% Female,Below Average (300-399)
247,pupitar,Hard Shell Pokémon,II,rock,ground,2,70,84,70,65,70,51,410,1.2,152.0,144,shed-skin,,,gray,squiggle,mountain,slow,monster,False,False,False,45,35,40,4,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,True,105.6,1.2,154,135,200,210,50% Male / 50% Female,Average (400-499)
248,tyranitar,Armor Pokémon,II,rock,dark,2,100,134,110,95,100,61,600,2.0,202.0,270,sand-stream,,unnerve,green,upright,mountain,slow,monster,False,False,False,45,35,40,4,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,True,50.5,1.22,244,195,290,310,50% Male / 50% Female,Legendary/Pseudo (600+)
249,lugia,Diving Pokémon,II,psychic,flying,2,106,90,130,90,154,110,680,5.2,216.0,306,pressure,,multiscale,white,wings,rare,slow,no-eggs,True,False,False,3,0,120,-1,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,True,8.0,0.69,220,244,290,390,Genderless,Legendary/Pseudo (600+)
250,ho-oh,Rainbow Pokémon,II,fire,flying,2,106,130,90,110,154,90,680,3.8,199.0,306,pressure,,regenerator,red,wings,rare,slow,no-eggs,True,False,False,3,0,120,-1,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,True,13.8,1.44,220,264,330,350,Genderless,Legendary/Pseudo (600+)
251,celebi,Time Travel Pokémon,II,psychic,grass,2,100,100,100,100,100,100,600,0.6,5.0,270,natural-cure,,,green,humanoid,forest,medium-slow,no-eggs,False,True,False,45,100,120,-1,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,True,13.9,1.0,200,200,300,300,Genderless,Legendary/Pseudo (600+)
252,treecko,Wood Gecko Pokémon,III,grass,,1,40,45,35,65,55,70,310,0.5,5.0,62,overgrow,,unburden,green,upright,forest,medium-slow,"monster, dragon",False,False,False,45,70,20,1,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,False,20.0,1.29,80,120,180,130,88% Male / 12% Female,Below Average (300-399)
253,grovyle,Wood Gecko Pokémon,III,grass,,1,50,65,45,85,65,95,405,0.9,21.6,142,overgrow,,unburden,green,upright,forest,medium-slow,"monster, dragon",False,False,False,45,70,20,1,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,False,26.7,1.44,110,150,245,160,88% Male / 12% Female,Average (400-499)
254,sceptile,Forest Pokémon,III,grass,,1,70,85,65,105,85,120,530,1.7,52.2,239,overgrow,,unburden,green,upright,forest,medium-slow,"monster, dragon",False,False,False,45,70,20,1,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,False,18.1,1.31,150,190,310,220,88% Male / 12% Female,Strong (500-599)
255,torchic,Chick Pokémon,III,fire,,1,45,60,40,70,50,45,310,0.4,2.5,62,blaze,,speed-boost,red,legs,grassland,medium-slow,ground,False,False,False,45,70,20,1,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,False,15.6,1.5,100,120,175,135,88% Male / 12% Female,Below Average (300-399)
256,combusken,Young Fowl Pokémon,III,fire,fighting,2,60,85,60,85,60,55,405,0.9,19.5,142,blaze,,speed-boost,red,upright,grassland,medium-slow,ground,False,False,False,45,70,20,1,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,True,24.1,1.42,145,145,225,180,88% Male / 12% Female,Average (400-499)
